Date,Name,Active,Length,Data,Tango,India,Victor,Oscar
2017-08-08,Volt,FALSE,30,[object Object],12.673758601587185,0.12471870501671312,18.03,7999
2017-12-09,Volt,FALSE,30,[object Object],6.363279948377896,0.19461211094164965,11.26,25061
2017-12-10,Orange,TRUE,60,[object Object],17.63770587812234,0.18771584986661116,3.66,26182
2017-08-11,Volt,FALSE,30,[object Object],16.16463793546518,0.6465681489585247,4.89,92516
2017-12-12,Orange,TRUE,30,[object Object],12.17632165139701,0.5445731170920105,2.41,41335
2017-12-13,Volt,TRUE,15,[object Object],18.668930054764324,0.09369436198334902,19.52,34996
2017-08-14,Volt,TRUE,15,[object Object],3.7199444200222986,0.789803502468619,19.17,43829
2017-08-15,Ink,TRUE,15,[object Object],9.734801495154253,0.2815275602739862,10.94,80869
2017-08-16,Orange,FALSE,60,[object Object],17.1968234089302,0.7984275634675511,18.97,89413
2017-12-17,Ink,FALSE,30,[object Object],6.004386395602084,0.8178333640097464,7.62,23815
2017-08-18,Ink,TRUE,30,[object Object],5.044359430011145,0.5933131114250012,3.52,78031
2017-12-19,Robert,FALSE,60,[object Object],11.205358233161743,0.48663792088397306,14.88,67219
2017-08-20,Ink,TRUE,30,[object Object],1.9466198129840029,0.9883252719320679,13.15,92266
2017-12-21,Orange,FALSE,30,[object Object],0.36436279428885054,0.37321885874678573,4.80,51579
2017-12-22,Robert,FALSE,30,[object Object],6.021476233952119,0.7978526255197216,17.12,52834
2017-08-23,Robert,FALSE,15,[object Object],8.34549798752584,0.6240494369613814,0.82,29617
2017-12-24,Orange,FALSE,60,[object Object],9.003815279135106,0.41842154777410556,4.85,22440
2017-12-25,Orange,FALSE,30,[object Object],17.20915475461172,0.7923707093687775,2.76,94002
2017-12-26,Robert,FALSE,30,[object Object],5.222324298322318,0.277343516223318,16.12,20854
2017-08-27,Ink,FALSE,60,[object Object],9.019933561563512,0.15941564608588643,15.08,75998
2017-08-28,Robert,FALSE,60,[object Object],14.950986743152615,0.8990974334679014,4.70,28443
2017-12-29,Robert,TRUE,30,[object Object],6.553275458535248,0.7181368721528605,0.47,55040
2017-08-30,Robert,TRUE,15,[object Object],16.756090302693142,0.7473677293715686,0.41,66482
2017-12-31,Robert,TRUE,60,[object Object],8.781629677941666,0.760349324505545,16.19,51835
2018-01-01,Orange,TRUE,15,[object Object],7.4378159743606,0.561018525188901,5.90,18333
2018-02-02,Orange,FALSE,60,[object Object],19.912184669380043,0.42112454082532813,0.25,30418
2017-09-03,Ink,FALSE,15,[object Object],12.78471616747404,0.5764558573326211,7.90,34953
2018-02-04,Orange,TRUE,15,[object Object],12.640694813388254,0.429357419247149,10.59,35148
2018-02-05,Volt,FALSE,30,[object Object],15.1582880414901,0.18820477423552684,7.15,67104
2018-02-06,Ink,FALSE,60,[object Object],9.777884779652538,0.2958201909584133,10.91,83922
2018-02-07,Robert,TRUE,60,[object Object],8.912133487637522,0.8635059765573532,12.56,34973
2017-09-08,Ink,FALSE,15,[object Object],16.80256410860567,0.4296856776714182,3.30,98632
2018-02-09,Ink,TRUE,30,[object Object],15.829544690175359,0.31080837978770304,17.64,56747
2017-09-10,Ink,TRUE,15,[object Object],17.581817122916217,0.15342621904128384,0.36,78627
2017-09-11,Volt,FALSE,60,[object Object],7.739406745534172,0.48916990673631755,10.39,86754
2017-09-12,Volt,TRUE,30,[object Object],0.3637357388067963,0.5405421316675934,8.86,36236
2018-02-13,Robert,FALSE,15,[object Object],6.804822396296997,0.6138122391505414,14.15,87752
2017-09-14,Volt,TRUE,30,[object Object],15.742268555875594,0.027021698240516923,14.05,62880
2017-09-15,Orange,FALSE,30,[object Object],4.769154069747987,0.4995915880694717,8.93,9778
2018-02-16,Volt,FALSE,30,[object Object],17.42803982798843,0.24498497531717556,7.07,41632
2017-09-17,Orange,TRUE,60,[object Object],14.550464069429436,0.38281099973286214,19.04,99734
2017-09-18,Volt,FALSE,30,[object Object],6.474157007304604,0.9782107238347724,18.86,91936
2017-09-19,Robert,FALSE,60,[object Object],1.0825472888180654,0.6651991516761149,18.69,96311
2017-09-20,Volt,FALSE,60,[object Object],0.017322055787567514,0.24432680066735712,5.44,98315
2017-09-21,Volt,FALSE,30,[object Object],1.5893268726280008,0.882581864952372,8.57,48532
2018-02-22,Volt,TRUE,30,[object Object],19.62840404159493,0.1506162531429147,13.84,53595
2017-09-23,Ink,TRUE,60,[object Object],5.92247712202794,0.4086029845113288,9.98,34193
2018-02-24,Orange,TRUE,15,[object Object],18.335237052569042,0.4984768171805225,14.71,53728
2017-09-25,Volt,FALSE,30,[object Object],15.794356933105412,0.39032559747078865,11.02,61804
2018-02-26,Orange,TRUE,30,[object Object],19.422362706828565,0.09329588956584067,14.29,67724
2018-02-27,Ink,FALSE,60,[object Object],8.191560562693617,0.9852585173108694,14.00,93050
2017-09-28,Volt,FALSE,60,[object Object],6.984271550163212,0.9330894191085841,1.19,33629
2018-03-01,Orange,FALSE,60,[object Object],19.035739319857722,0.9407522652502456,13.88,67291
2018-03-02,Robert,TRUE,60,[object Object],13.309839984222997,0.2693729245563994,4.77,6625
2018-03-03,Robert,TRUE,30,[object Object],12.896396293812113,0.29419420282377917,3.70,69341
2017-10-02,Orange,FALSE,15,[object Object],8.720672815218764,0.7732772834475115,18.21,99506
2017-10-03,Ink,FALSE,60,[object Object],15.84217930203057,0.42045039626604397,0.51,73788
2018-04-05,Volt,TRUE,30,[object Object],12.362795612237264,0.990624416173151,4.94,61323
2017-10-05,Robert,FALSE,30,[object Object],2.298595435255195,0.9054527622614099,12.23,51261
2017-10-06,Orange,FALSE,30,[object Object],7.848949188607697,0.8930127961636014,9.79,69483
2018-04-08,Ink,FALSE,30,[object Object],5.031044621963581,0.7318806883725197,3.37,96082
2017-10-08,Robert,FALSE,60,[object Object],5.2267617880207995,0.39826346205956953,9.39,50731
2017-10-09,Robert,TRUE,60,[object Object],4.853849196634461,0.11318531763400452,11.37,87570
2018-04-11,Ink,FALSE,15,[object Object],12.813511745131457,0.6572819094363649,6.27,7344
2017-10-11,Orange,FALSE,15,[object Object],8.999848080886462,0.5694473977111285,3.89,40128
2017-10-12,Orange,TRUE,15,[object Object],7.772808671478444,0.11026958433556255,18.35,46221
2017-10-13,Orange,TRUE,60,[object Object],2.171064391532136,0.08113861410273593,10.31,11256
2018-04-15,Ink,FALSE,30,[object Object],3.9078682853359226,0.37826004950208625,8.88,33727
2018-04-16,Ink,TRUE,30,[object Object],9.98627844922674,0.7653119167188056,13.09,82968
2017-10-16,Orange,FALSE,60,[object Object],7.564325971542987,0.34079097625693633,10.20,52607
2017-10-17,Ink,FALSE,15,[object Object],7.799551224332926,0.9987098962605265,10.64,12072
2017-10-18,Ink,FALSE,15,[object Object],5.361805958603116,0.18604916406738625,18.56,78312
2018-04-20,Ink,FALSE,60,[object Object],5.71369911178615,0.14469883005526296,11.91,17583
2017-10-20,Ink,TRUE,30,[object Object],19.55836570295938,0.03157609882431944,1.55,6028
2018-04-22,Ink,FALSE,15,[object Object],6.721052256336728,0.42365371607248603,0.89,16157
2018-04-23,Ink,FALSE,30,[object Object],2.01882560317725,0.693125694558548,9.62,63938
2017-10-23,Ink,TRUE,60,[object Object],10.937740937868007,0.6983344920803367,1.55,19195
2017-10-24,Ink,TRUE,15,[object Object],18.877969440812187,0.9466521833410182,9.03,28952
2018-04-26,Ink,FALSE,30,[object Object],10.30999579029043,0.3147391748839179,10.68,13197
2017-10-26,Orange,FALSE,60,[object Object],15.05338453598943,0.9313689882606915,6.89,20447
2018-04-28,Ink,FALSE,60,[object Object],5.991935955991283,0.6833478032449019,9.52,39422
2017-10-28,Ink,FALSE,15,[object Object],5.429760142412983,0.0684103298648755,19.85,39668
2017-10-29,Ink,FALSE,15,[object Object],4.8467084278170525,0.04232177617793398,16.14,42925
2018-05-01,Orange,FALSE,30,[object Object],11.820402680760091,0.5432571308080509,3.94,79287
2017-10-31,Orange,TRUE,60,[object Object],13.960600777213372,0.29174056052563313,14.62,69593
2017-11-01,Ink,TRUE,15,[object Object],17.066582401477902,0.19016927541968953,11.06,11996
2018-06-04,Volt,TRUE,60,[object Object],6.696175098140942,0.6585546293984887,17.44,13597
2018-06-05,Ink,FALSE,60,[object Object],9.738434829526126,0.5584181795562204,14.73,62563
2017-11-04,Ink,TRUE,60,[object Object],17.836402683643854,0.10664291330751241,10.76,44875
2017-11-05,Ink,FALSE,60,[object Object],6.2436352507837345,0.2823306132357668,11.21,53568
2017-11-06,Ink,TRUE,15,[object Object],9.379779771390414,0.7494828436043484,5.31,70928
2018-06-09,Volt,TRUE,30,[object Object],9.106718591794806,0.2544291004462538,7.58,84815
2018-06-10,Volt,TRUE,60,[object Object],14.219072245488857,0.41070533012998545,1.35,9498
2018-06-11,Robert,FALSE,60,[object Object],7.500928687802615,0.4598684323675437,17.96,32449
2017-11-10,Ink,FALSE,30,[object Object],2.396256430443202,0.8800468238631982,16.07,35139
2018-06-13,Robert,TRUE,60,[object Object],6.466741016561626,0.6071018259676686,15.18,43271
2017-11-12,Ink,TRUE,30,[object Object],19.084631230082874,0.761260891256651,1.55,38136
2017-11-13,Volt,FALSE,15,[object Object],9.30739435724905,0.8739266611018912,1.73,65375
2017-11-14,Volt,TRUE,30,[object Object],3.0776302068253747,0.8542231455709148,12.67,97630
2018-06-17,Volt,TRUE,15,[object Object],11.134772284733225,0.9830130878266292,6.50,67295
2017-11-16,Robert,TRUE,30,[object Object],2.099381555032469,0.7790165028940546,19.47,41644
2018-06-19,Volt,FALSE,30,[object Object],11.800058913080633,0.5375927433867638,10.94,25078
2018-06-20,Orange,TRUE,30,[object Object],17.506800455511538,0.029763882212165083,11.89,46802
2018-06-21,Robert,TRUE,60,[object Object],7.012606443292402,0.06841385060825655,10.12,53532
2017-11-20,Ink,FALSE,15,[object Object],0.35621316328216857,0.6104407003308778,11.09,97710
2017-11-21,Robert,FALSE,60,[object Object],8.365117923174434,0.05119900195281213,6.59,6358
2018-06-24,Robert,FALSE,30,[object Object],12.702180838917897,0.01344037796669717,12.20,72679
2017-11-23,Ink,FALSE,15,[object Object],4.981233252177217,0.8879050862573428,15.56,73015
2017-11-24,Volt,TRUE,30,[object Object],14.27243266937312,0.3205415912505307,14.28,56877
2018-06-27,Volt,TRUE,60,[object Object],11.093812314394755,0.7393904576081813,2.59,73723
2017-11-26,Robert,TRUE,15,[object Object],7.201464895581373,0.5567465195240495,4.49,90131
2018-06-29,Robert,TRUE,15,[object Object],0.3181438526934466,0.13021450939332824,18.50,87287
2017-11-28,Volt,TRUE,15,[object Object],15.55962038280152,0.6126945197742288,1.37,50328
2018-07-01,Robert,TRUE,15,[object Object],13.119444083778834,0.0677500764397918,4.58,35855
2018-07-02,Ink,FALSE,30,[object Object],1.8494062657198151,0.3840146207067865,11.16,14804
2018-07-03,Orange,TRUE,30,[object Object],11.014408107970741,0.8988933233886565,17.61,55201
2017-12-02,Ink,TRUE,60,[object Object],11.46626790626842,0.18585181266049045,18.83,7284
2017-12-03,Orange,FALSE,15,[object Object],14.760521187873428,0.7730516901029441,14.77,44048
2017-12-04,Volt,TRUE,30,[object Object],7.252091355347452,0.38157622900724175,17.63,53049
2018-08-06,Robert,FALSE,30,[object Object],17.085258042033846,0.5542625013257145,10.09,66102
2018-08-07,Orange,FALSE,15,[object Object],17.947000266937664,0.6886438695355628,12.43,96705
2017-12-07,Orange,TRUE,60,[object Object],5.153123364343837,0.6278263213826067,14.86,6885
2018-08-09,Volt,FALSE,15,[object Object],16.601504021269204,0.40297665843787445,14.62,76449
2018-08-10,Robert,FALSE,15,[object Object],19.419116864004273,0.3444687886502418,4.65,62802
2017-12-10,Volt,FALSE,30,[object Object],1.2572933415200138,0.003066985532474087,16.42,72378
2017-12-11,Volt,TRUE,15,[object Object],13.60675582640511,0.8975333721795988,0.59,72829
2018-08-13,Robert,FALSE,15,[object Object],17.178546672442042,0.921793737996383,16.26,22803
2017-12-13,Ink,TRUE,30,[object Object],13.283424134697146,0.11686821827340577,18.20,47791
2018-08-15,Robert,TRUE,60,[object Object],0.7459997367339133,0.46389765511093994,19.35,61061
2017-12-15,Robert,FALSE,15,[object Object],1.8175871203967642,0.532587995498863,11.55,26538
2018-08-17,Robert,FALSE,30,[object Object],0.4127776642491332,0.6352000939499391,10.73,11586
2018-08-18,Volt,FALSE,60,[object Object],10.980545145370616,0.6397751450271525,2.09,71807
2017-12-18,Ink,FALSE,15,[object Object],8.578563232811799,0.6856051842776709,17.95,45730
2018-08-20,Volt,FALSE,30,[object Object],8.64092113884912,0.33658186339671303,14.35,50328
2017-12-20,Orange,FALSE,30,[object Object],0.5943401042573404,0.77360371246437,7.49,60110
2017-12-21,Robert,TRUE,30,[object Object],18.660152900840327,0.021524256891140237,5.55,7049
2017-12-22,Volt,TRUE,15,[object Object],18.44568977574445,0.04234831463717326,10.60,10627
2017-12-23,Orange,FALSE,15,[object Object],5.058014090375047,0.7780773989546437,13.20,92508
2017-12-24,Volt,FALSE,30,[object Object],1.3518434658633538,0.5668541614609319,17.49,64793
2018-08-26,Ink,TRUE,60,[object Object],14.393773250297075,0.9833105388458985,6.49,41448
2018-08-27,Orange,FALSE,30,[object Object],3.183231046526971,0.2889036772664286,5.78,52454
2017-12-27,Orange,FALSE,30,[object Object],19.373904172171912,0.30227230501969693,17.84,52785
2018-08-29,Volt,FALSE,60,[object Object],19.839808166284357,0.15671253900723459,18.49,40775
2017-12-29,Ink,FALSE,15,[object Object],11.37566390619758,0.2451832909481637,1.37,39629
2018-08-31,Orange,FALSE,15,[object Object],15.414355464247262,0.08847962345736993,19.96,25193
2018-09-01,Volt,FALSE,15,[object Object],5.9257645754775545,0.5824358226809325,6.71,55657
2018-01-01,Orange,FALSE,15,[object Object],6.375279429531893,0.7383734155541162,14.75,22862
2018-01-02,Ink,FALSE,60,[object Object],7.953294105106794,0.023350887193080982,12.93,44418
2018-01-03,Ink,TRUE,15,[object Object],7.088455901611335,0.2931125604382523,18.69,68642
2018-01-04,Volt,FALSE,60,[object Object],18.29275787637208,0.4745409260581812,17.74,11055
2018-01-05,Orange,FALSE,60,[object Object],19.838996644892475,0.47758610435310067,3.19,51892
2018-01-06,Volt,FALSE,15,[object Object],0.769080856821871,0.4105551390328135,7.92,13694
2018-10-09,Ink,FALSE,60,[object Object],6.165307239276645,0.4915535225958214,3.17,46105
2018-01-08,Volt,FALSE,15,[object Object],18.498773936657873,0.7314421138715683,3.47,21890
2018-10-11,Volt,FALSE,60,[object Object],19.449720198092972,0.4674319057354266,8.55,26248
2018-10-12,Ink,TRUE,15,[object Object],0.8910948728104762,0.03945802683465982,3.68,23973
2018-01-11,Robert,FALSE,60,[object Object],5.376692818579949,0.53723036179592,2.12,76322
2018-10-14,Orange,FALSE,15,[object Object],9.287659548213384,0.5425728830415424,7.76,85495
2018-01-13,Volt,FALSE,30,[object Object],7.826114768804864,0.7990712059743095,9.27,97351
2018-10-16,Robert,TRUE,15,[object Object],12.731045266728348,0.6564790048349567,9.98,42669
2018-01-15,Ink,TRUE,60,[object Object],9.27741468388367,0.4209703252190491,16.32,39352
2018-01-16,Robert,TRUE,60,[object Object],8.524465417470083,0.3167057249415004,9.64,34222
2018-01-17,Robert,TRUE,30,[object Object],13.928780972698176,0.6895983101926877,15.98,20124
2018-01-18,Robert,TRUE,15,[object Object],6.1152133108096995,0.935861836418258,14.22,7934
2018-01-19,Ink,TRUE,60,[object Object],12.360238739455166,0.4575583214342873,8.42,69049
2018-01-20,Volt,FALSE,30,[object Object],3.647744714319394,0.9349026252336943,12.79,53070
2018-10-23,Robert,FALSE,60,[object Object],14.54321526036425,0.4982376786837701,8.39,83418
2018-10-24,Orange,TRUE,30,[object Object],10.67142580695506,0.3900242337440929,7.93,81874
